,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,Shimoda,34.6667,138.95,53.71,79,54,6.69,JP,2021-10-22 21:51:52
298,Coihaique,-45.5752,-72.0662,49.95,46,75,13.8,CL,2021-10-22 21:51:02
299,Qiongshan,20.0058,110.3542,71.58,78,90,11.18,CN,2021-10-22 21:51:53
300,Elko,41.0002,-115.5012,66.74,18,100,13.0,US,2021-10-22 21:51:53
301,Minsk,53.9,27.5667,42.55,75,99,21.25,BY,2021-10-22 21:48:15
302,Vrangel,42.7297,133.0839,40.84,67,0,9.48,RU,2021-10-22 21:51:53
303,Norman Wells,65.282,-126.8329,42.84,70,75,19.57,CA,2021-10-22 21:51:54
304,Arraial Do Cabo,-22.9661,-42.0278,71.46,78,0,14.97,BR,2021-10-22 21:49:06
305,Tottori,35.5,134.2333,57.27,67,40,21.85,JP,2021-10-22 21:51:54
306,Bandarbeyla,9.4942,50.8122,77.25,79,75,5.88,SO,2021-10-22 21:51:54
307,Sorata,-15.7667,-68.6333,52.43,79,54,10.2,BO,2021-10-22 21:51:55
308,Pangody,65.85,74.4859,26.91,97,99,6.71,RU,2021-10-22 21:51:55
309,Tomball,30.0972,-95.6161,88.54,57,1,3.44,US,2021-10-22 21:50:35
310,Leningradskiy,69.3833,178.4167,3.43,86,20,8.57,RU,2021-10-22 21:51:55
311,Deputatskiy,69.3,139.9,-5.12,99,99,0.96,RU,2021-10-22 21:51:56
312,Buin,-33.7333,-70.75,70.12,37,21,10.11,CL,2021-10-22 21:51:56
313,Korla,41.7597,86.1469,55.44,24,100,9.6,CN,2021-10-22 21:51:56
314,Yamada,39.4667,141.95,45.9,79,55,6.78,JP,2021-10-22 21:51:57
315,Gillette,44.2911,-105.5022,65.32,36,1,8.05,US,2021-10-22 21:51:26
316,Talnakh,69.4865,88.3972,22.55,94,100,4.18,RU,2021-10-22 21:51:57
317,Itoman,26.1247,127.6694,73.42,62,75,16.11,JP,2021-10-22 21:51:57
318,Berlevag,70.8578,29.0864,33.96,61,100,18.34,NO,2021-10-22 21:51:58
319,Olafsvik,64.8945,-23.7142,42.66,94,100,23.2,IS,2021-10-22 21:51:58
320,Ilheus,-14.7889,-39.0494,78.62,89,75,11.5,BR,2021-10-22 21:47:17
321,Tura,25.5198,90.2201,64.78,76,1,3.44,IN,2021-10-22 21:51:58
322,Aviles,43.5547,-5.9248,56.77,80,40,4.0,ES,2021-10-22 21:51:59
323,Micheweni,-4.9667,39.8333,75.92,77,9,7.31,TZ,2021-10-22 21:51:59
324,Camana,-16.6228,-72.7111,64.0,75,54,8.05,PE,2021-10-22 21:51:59
325,Southbridge,42.0751,-72.0334,65.84,71,98,8.46,US,2021-10-22 21:52:00
326,Ereymentau,51.6199,73.1033,36.21,95,100,25.61,KZ,2021-10-22 21:52:00
327,Antofagasta,-23.65,-70.4,61.88,73,30,6.96,CL,2021-10-22 21:52:00
328,Elk Plain,47.0532,-122.3976,56.41,92,90,1.01,US,2021-10-22 21:52:00
329,Pozhva,59.0912,56.0847,46.94,86,100,10.92,RU,2021-10-22 21:52:01
330,Bandarban,22.1965,92.2262,69.04,96,32,1.95,BD,2021-10-22 21:52:01
331,Tiznit,29.5833,-9.5,62.62,78,0,2.95,MA,2021-10-22 21:52:02
332,Dobric,44.7019,19.5814,55.45,97,100,2.42,RS,2021-10-22 21:52:02
333,Qarayeri,40.7886,46.3066,47.28,76,20,4.61,AZ,2021-10-22 21:52:02
334,Hearst,49.6835,-83.6665,37.65,82,100,5.03,CA,2021-10-22 21:52:03
335,Lexington-Fayette,38.0498,-84.4585,56.89,76,90,5.75,US,2021-10-22 21:51:09
336,Hualmay,-11.0964,-77.6139,65.98,77,16,12.03,PE,2021-10-22 21:52:03
337,Iqaluit,63.7506,-68.5145,26.33,86,90,11.01,CA,2021-10-22 21:52:03
338,Patiya,22.2931,91.9762,69.71,90,56,3.38,BD,2021-10-22 21:52:04
339,Tallahassee,30.4383,-84.2807,86.2,60,75,6.91,US,2021-10-22 21:50:52
340,Vestmanna,62.1564,-7.1664,41.92,81,90,10.36,FO,2021-10-22 21:52:04
341,Saldanha,-33.0117,17.9442,59.05,90,100,26.51,ZA,2021-10-22 21:52:05
342,San Ramon,37.7799,-121.978,67.46,71,1,4.0,US,2021-10-22 21:52:05
343,Male,4.1748,73.5089,82.35,78,75,9.22,MV,2021-10-22 21:51:01
344,San Isidro,-12.1167,-77.05,63.25,80,75,1.01,PE,2021-10-22 21:52:05
345,Nome,64.5011,-165.4064,37.47,61,90,14.97,US,2021-10-22 21:52:06
346,Aksarka,66.5606,67.7975,26.83,96,96,7.2,RU,2021-10-22 21:52:06
347,Astoria,46.1879,-123.8313,61.72,78,90,1.01,US,2021-10-22 21:49:59
348,Ajdabiya,30.7554,20.2263,73.27,39,57,11.77,LY,2021-10-22 21:52:07
349,Algiers,36.7525,3.042,62.42,77,40,1.14,DZ,2021-10-22 21:48:36
350,Tanout,14.9709,8.8879,88.77,29,67,10.56,NE,2021-10-22 21:52:07
351,Sisophon,13.5859,102.9737,72.66,95,100,9.64,KH,2021-10-22 21:52:07
352,Nadym,65.5333,72.5167,28.51,86,95,9.24,RU,2021-10-22 21:52:08
353,Dharchula,29.85,80.5333,58.75,72,6,6.15,IN,2021-10-22 21:52:08
354,Arroyo,41.6096,-4.7969,50.14,77,0,1.01,ES,2021-10-22 21:52:08
355,Norrtalje,59.758,18.705,40.01,74,100,10.02,SE,2021-10-22 21:52:09
356,Carnarvon,-24.8667,113.6333,64.47,68,0,13.8,AU,2021-10-22 21:52:09
357,Strezhevoy,60.7333,77.5889,33.78,92,100,13.47,RU,2021-10-22 21:52:09
358,Baoning,25.3378,110.026,55.26,88,20,4.47,CN,2021-10-22 21:52:10
359,Yichang,30.7144,111.2847,52.56,72,67,1.92,CN,2021-10-22 21:52:10
360,Zhovtneve,50.6637,24.2492,52.25,55,49,17.67,UA,2021-10-22 21:52:10
361,Kavaratti,10.5669,72.642,81.32,78,46,4.65,IN,2021-10-22 21:52:11
362,Kalakamati,-20.5929,27.3121,73.45,45,21,5.06,BW,2021-10-22 21:52:11
363,Saint-Augustin,51.226,-58.6502,42.93,64,100,4.21,CA,2021-10-22 21:52:11
364,Grand-Lahou,5.1367,-5.0242,77.79,87,95,7.83,CI,2021-10-22 21:52:12
365,Balarampur,23.1167,86.2167,67.19,71,1,2.53,IN,2021-10-22 21:52:12
366,Samarinda,-0.5,117.15,73.11,96,100,2.24,ID,2021-10-22 21:52:12
367,Bakchar,57.0186,82.0711,37.11,62,100,14.07,RU,2021-10-22 21:52:13
368,Dali,25.7,100.1833,53.15,96,97,2.64,CN,2021-10-22 21:52:13
369,Waw,7.7029,27.9953,74.01,83,85,3.96,SS,2021-10-22 21:52:13
370,Galdar,28.147,-15.6502,70.36,68,17,11.88,ES,2021-10-22 21:52:14
371,Kupang,-10.1667,123.5833,79.38,94,20,4.61,ID,2021-10-22 21:52:14
372,Juneau,58.3019,-134.4197,50.05,92,90,1.01,US,2021-10-22 21:52:14
373,Santa Isabel Do Rio Negro,-0.4139,-65.0192,81.37,75,84,1.16,BR,2021-10-22 21:52:15
374,Mitrofanovka,49.9708,39.6939,50.63,76,75,8.08,RU,2021-10-22 21:52:15
375,Camacha,33.0833,-16.3333,66.52,68,75,10.36,PT,2021-10-22 21:52:15
376,Karpogory,64.0019,44.4451,31.21,99,100,4.23,RU,2021-10-22 21:52:16
377,Ust-Ishim,57.6935,71.1665,39.9,90,100,11.52,RU,2021-10-22 21:52:16
378,Panzhihua,26.5851,101.7128,56.14,88,98,0.98,CN,2021-10-22 21:52:16
379,Dingle,10.9995,122.6711,74.39,96,86,6.06,PH,2021-10-22 21:52:17
380,Corinto,37.9407,22.9573,69.46,77,3,4.47,GR,2021-10-22 21:52:17
381,Khandbari,27.3747,87.2039,64.11,97,99,0.89,NP,2021-10-22 21:52:17
382,Adrar,20.5022,-10.0711,76.23,21,2,9.08,MR,2021-10-22 21:52:18
383,Peniche,39.3558,-9.3811,63.63,85,0,14.5,PT,2021-10-22 21:52:18
384,Oranjestad,12.524,-70.027,84.15,79,20,21.85,AW,2021-10-22 21:52:18
385,Hof,50.3167,11.9167,44.46,86,100,13.0,DE,2021-10-22 21:52:19
386,Vostok,46.4856,135.8833,26.47,85,71,4.43,RU,2021-10-22 21:52:19
387,Sirjan,29.452,55.6814,54.55,30,0,3.11,IR,2021-10-22 21:52:19
388,College,64.8569,-147.8028,40.95,78,75,0.0,US,2021-10-22 21:48:21
389,Mehamn,71.0357,27.8492,32.11,67,99,14.32,NO,2021-10-22 21:52:20
390,Honiara,-9.4333,159.95,84.11,67,5,6.73,SB,2021-10-22 21:49:43
391,Praya,14.9215,-23.5087,81.14,69,0,13.8,CV,2021-10-22 21:52:20
392,Alegrete,-29.7831,-55.7919,69.46,68,0,8.5,BR,2021-10-22 21:52:20
393,Kaspiyskiy,45.3929,47.3707,52.79,78,0,2.82,RU,2021-10-22 21:52:21
394,Monrovia,6.3005,-10.7969,78.57,86,100,6.22,LR,2021-10-22 21:52:21
395,Santa Fe,-31.6333,-60.7,77.0,39,80,5.01,AR,2021-10-22 21:52:21
396,Kizilskoye,52.7255,58.8937,44.89,72,36,17.92,RU,2021-10-22 21:52:22
397,Kaoma,-14.7833,24.8,74.44,51,96,2.8,ZM,2021-10-22 21:52:22
398,Anloga,5.7947,0.8973,80.82,80,92,11.25,GH,2021-10-22 21:52:22
399,Ibanesti,46.7667,24.9333,45.86,82,93,1.36,RO,2021-10-22 21:52:23
400,Lake Havasu City,34.4839,-114.3224,87.24,13,1,3.0,US,2021-10-22 21:52:23
401,Banff,51.1762,-115.5698,51.03,57,100,8.05,CA,2021-10-22 21:52:23
402,Ukiah,39.1502,-123.2078,65.88,64,75,0.0,US,2021-10-22 21:52:24
403,Lebyazhye,55.2689,66.4947,44.55,79,100,20.47,RU,2021-10-22 21:52:24
404,Taikang,46.8333,124.4167,39.29,58,0,8.19,CN,2021-10-22 21:52:25
405,Hasaki,35.7333,140.8333,48.6,63,10,18.12,JP,2021-10-22 21:52:25
406,Kargopol,61.5071,38.9456,38.55,96,100,13.38,RU,2021-10-22 21:52:25
407,Kandrian,-6.2167,149.55,79.34,83,100,8.14,PG,2021-10-22 21:52:26
408,Shitanjing,39.2342,106.3439,40.44,75,55,5.64,CN,2021-10-22 21:52:26
409,Fairbanks,64.8378,-147.7164,40.96,80,75,0.0,US,2021-10-22 21:52:26
410,Chanika,-5.4167,38.0167,65.25,96,31,1.54,TZ,2021-10-22 21:52:27
411,Klaksvik,62.2266,-6.589,43.72,69,80,18.88,FO,2021-10-22 21:52:27
412,Ilebo,-4.3167,20.5833,70.56,97,83,1.21,CD,2021-10-22 21:52:27
413,Mingguang,32.7802,117.9638,51.91,55,99,3.49,CN,2021-10-22 21:52:28
414,Khandyga,62.6667,135.6,3.13,100,93,2.66,RU,2021-10-22 21:52:28
415,Balkhash,46.844,74.9804,39.69,51,73,13.06,KZ,2021-10-22 21:52:28
416,Sao Filipe,14.8961,-24.4956,81.81,61,0,8.86,CV,2021-10-22 21:52:29
417,Half Moon Bay,37.4636,-122.4286,68.11,76,1,6.91,US,2021-10-22 21:51:30
418,Kodinsk,58.6881,99.1844,38.12,85,94,5.68,RU,2021-10-22 21:52:29
419,Rawson,-43.3002,-65.1023,63.63,22,2,21.63,AR,2021-10-22 21:51:10
420,Bhanvad,21.9264,69.7736,74.62,71,7,6.24,IN,2021-10-22 21:52:30
421,Taoudenni,22.6783,-3.9836,80.87,23,1,6.44,ML,2021-10-22 21:52:30
422,Ribas Do Rio Pardo,-20.4431,-53.7592,82.44,44,29,8.32,BR,2021-10-22 21:52:30
423,Port Lincoln,-34.7333,135.8667,56.59,58,9,16.15,AU,2021-10-22 21:52:31
424,Tymovskoye,50.8456,142.655,27.99,91,72,6.13,RU,2021-10-22 21:52:31
425,Paita,-5.0892,-81.1144,72.16,80,64,16.46,PE,2021-10-22 21:52:31
426,Jining,35.405,116.5814,53.01,1,59,4.0,CN,2021-10-22 21:52:32
427,Komsomolskiy,40.4272,71.7189,43.52,61,100,4.61,UZ,2021-10-22 21:52:32
428,Ambilobe,-13.2,49.05,73.83,88,96,2.15,MG,2021-10-22 21:52:32
429,Trincomalee,8.5711,81.2335,80.4,80,73,2.95,LK,2021-10-22 21:52:33
430,Mabopane,-25.4977,28.1007,69.66,24,0,0.81,ZA,2021-10-22 21:52:33
431,Conde,-7.2597,-34.9075,80.06,78,20,8.05,BR,2021-10-22 21:52:07
432,Makakilo City,21.3469,-158.0858,84.52,59,75,11.5,US,2021-10-22 21:52:33
433,Cariati,39.4922,16.9594,64.27,63,87,3.49,IT,2021-10-22 21:52:34
434,Okhotsk,59.3833,143.3,17.69,84,82,13.27,RU,2021-10-22 21:52:34
435,Kungurtug,50.5994,97.5228,27.0,58,42,1.36,RU,2021-10-22 21:52:34
436,Beloha,-25.1667,45.05,65.32,72,100,11.05,MG,2021-10-22 21:52:35
437,Beatrice,40.2681,-96.747,75.18,37,1,8.05,US,2021-10-22 21:52:35
438,Gravdal,68.1214,13.5031,39.15,52,100,6.11,NO,2021-10-22 21:52:35
439,Madiun,-7.6298,111.5239,76.95,84,100,2.68,ID,2021-10-22 21:52:36
440,Koungheul,13.9833,-14.8,84.27,26,29,6.35,SN,2021-10-22 21:52:36
441,Vysotsk,60.6288,28.5705,37.85,88,100,15.84,RU,2021-10-22 21:52:36
442,Sydney Mines,46.2367,-60.2177,66.16,91,90,8.01,CA,2021-10-22 21:52:37
443,Pokosnoye,55.5258,101.0536,31.86,78,31,4.65,RU,2021-10-22 21:52:37
444,High Rock,26.6208,-78.2833,77.02,70,100,9.26,BS,2021-10-22 21:52:37
445,Ketchikan,55.3422,-131.6461,48.67,93,90,12.66,US,2021-10-22 21:52:37
446,Bella Union,-30.2752,-57.6007,71.08,53,0,6.8,UY,2021-10-22 21:52:38
447,Galle,6.0367,80.217,79.54,74,41,5.28,LK,2021-10-22 21:52:38
448,Esperance,-33.8667,121.9,48.04,79,1,6.82,AU,2021-10-22 21:52:38
449,Tautira,-17.7333,-149.15,77.02,84,89,23.64,PF,2021-10-22 21:52:39
450,Tuatapere,-46.1333,167.6833,60.71,59,100,1.14,NZ,2021-10-22 21:52:39
451,Aasiaat,68.7098,-52.8699,11.34,80,33,6.49,GL,2021-10-22 21:52:39
452,Terrace,54.5163,-128.6035,48.11,93,75,17.27,CA,2021-10-22 21:52:40
453,Rafaela,-31.2503,-61.4867,80.01,27,23,5.99,AR,2021-10-22 21:52:40
454,Vanavara,60.34,102.2797,33.26,86,90,5.88,RU,2021-10-22 21:52:40
455,Udachnyy,66.4167,112.4,18.41,94,91,8.99,RU,2021-10-22 21:52:41
456,Alice Town,25.7167,-79.3,81.19,74,100,11.54,BS,2021-10-22 21:52:41
457,Svetlaya,46.5389,138.3297,35.13,65,1,7.09,RU,2021-10-22 21:52:41
458,Jasper,37.2001,-94.3502,75.81,38,1,3.0,US,2021-10-22 21:52:42
459,Santiago De Chuco,-8.15,-78.1833,55.49,80,94,3.38,PE,2021-10-22 21:52:42
460,Fortuna,40.5982,-124.1573,60.91,67,90,1.01,US,2021-10-22 21:52:42
461,Brentwood,40.7812,-73.2462,69.1,69,40,4.0,US,2021-10-22 21:48:05
462,Goderich,43.7501,-81.7165,44.92,65,100,6.91,CA,2021-10-22 21:48:41
463,Spokane,47.6166,-117.3677,52.34,90,90,1.99,US,2021-10-22 21:52:43
464,Port Keats,-14.25,129.55,84.25,73,44,9.19,AU,2021-10-22 21:52:43
465,Oussouye,12.485,-16.5469,84.38,77,12,6.13,SN,2021-10-22 21:52:43
466,Genhe,50.7833,121.5167,23.94,96,52,3.33,CN,2021-10-22 21:52:44
467,Darhan,49.4867,105.9228,33.69,52,0,4.83,MN,2021-10-22 21:52:44
468,Machali,-34.1833,-70.6667,67.28,45,75,9.22,CL,2021-10-22 21:52:44
469,Fairview,40.8126,-73.999,68.49,63,100,3.0,US,2021-10-22 21:52:45
470,Caxito,-8.5785,13.6643,76.78,82,90,3.96,AO,2021-10-22 21:52:45
471,Awbari,26.5921,12.7805,78.26,21,68,9.93,LY,2021-10-22 21:52:45
472,Tuban,-6.8976,112.0649,80.01,78,100,2.93,ID,2021-10-22 21:52:46
473,Mount Isa,-20.7333,139.5,73.17,73,89,20.71,AU,2021-10-22 21:52:46
474,Tigil,57.8,158.6667,26.96,97,100,4.36,RU,2021-10-22 21:52:46
475,Bassano,50.7834,-112.4685,61.03,31,99,18.21,CA,2021-10-22 21:52:47
476,Urusha,54.05,122.9,30.15,85,8,2.24,RU,2021-10-22 21:52:47
477,Whittlesea,-32.1759,26.8244,58.66,35,88,10.58,ZA,2021-10-22 21:52:47
478,Ravar,31.2656,56.8055,54.9,32,0,2.21,IR,2021-10-22 21:52:47
479,Suntar,62.1444,117.6319,35.58,85,99,8.57,RU,2021-10-22 21:52:48
480,Iberia,29.9502,-91.7507,87.8,51,20,0.0,US,2021-10-22 21:52:48
481,Wembley,-31.9333,115.8,56.03,86,0,5.75,AU,2021-10-22 21:52:48
482,Kabwe,-14.4469,28.4464,71.46,46,46,4.43,ZM,2021-10-22 21:52:49
483,Bako,5.7833,36.5667,67.96,60,83,2.89,ET,2021-10-22 21:52:49
484,San Quintin,30.4833,-115.95,68.47,68,4,17.09,MX,2021-10-22 21:52:49
485,Qom,34.6401,50.8764,55.9,33,0,4.59,IR,2021-10-22 21:52:50
486,Fertoszentmiklos,47.59,16.8752,50.68,62,10,17.34,HU,2021-10-22 21:52:50
487,Gat,31.61,34.7642,69.4,69,0,5.75,IL,2021-10-22 21:48:04
488,Cabedelo,-6.9811,-34.8339,81.27,77,82,11.07,BR,2021-10-22 21:52:51
489,Takhtamygda,54.1,123.5667,30.38,88,9,1.77,RU,2021-10-22 21:52:51
490,Chicama,-7.8447,-79.1469,61.34,73,38,9.26,PE,2021-10-22 21:52:51
491,Carutapera,-1.195,-46.02,76.6,91,99,6.04,BR,2021-10-22 21:52:52
492,Lerwick,60.1545,-1.1494,39.2,63,34,6.04,GB,2021-10-22 21:52:52
493,Lagoa,39.05,-27.9833,68.52,80,75,13.44,PT,2021-10-22 21:52:52
494,Rio Gallegos,-51.6226,-69.2181,55.45,26,40,28.77,AR,2021-10-22 21:49:12
495,Manuk Mangkaw,4.8,119.85,80.06,82,100,9.78,PH,2021-10-22 21:52:53
496,Marsa Matruh,31.3525,27.2453,70.0,60,40,4.61,EG,2021-10-22 21:52:53
497,Chernyanka,50.9409,37.8069,51.17,56,50,7.23,RU,2021-10-22 21:52:53
498,Mogzon,51.7435,111.9606,27.61,71,0,2.8,RU,2021-10-22 21:52:54
499,Sultanpur,26.2667,82.0667,69.44,61,0,3.2,IN,2021-10-22 21:52:54
500,Brae,60.3964,-1.353,39.11,63,62,6.64,GB,2021-10-22 21:52:54
501,Lorengau,-2.0226,147.2712,83.64,71,91,8.79,PG,2021-10-22 21:52:54
502,Kysyl-Syr,63.8986,122.7617,31.82,96,100,8.12,RU,2021-10-22 21:52:55
503,Piranshahr,36.701,45.1413,46.29,71,0,1.77,IR,2021-10-22 21:52:55
504,Naze,28.3667,129.4833,67.12,57,69,15.28,JP,2021-10-22 21:52:55
505,Clyde River,70.4692,-68.5914,26.83,86,90,6.91,CA,2021-10-22 21:52:56
506,Polunochnoye,60.8697,60.4153,42.89,91,100,8.66,RU,2021-10-22 21:52:56
507,Santa Luzia,-19.7697,-43.8514,81.68,46,40,3.44,BR,2021-10-22 21:52:56
508,Caravelas,-17.7125,-39.2481,73.71,83,94,7.45,BR,2021-10-22 21:52:57
509,Yarada,17.65,83.2667,79.12,100,75,2.3,IN,2021-10-22 21:52:57
510,Pisco,-13.7,-76.2167,68.05,64,0,20.71,PE,2021-10-22 21:52:57
511,Svetlyy,54.675,20.1347,42.85,66,85,22.48,RU,2021-10-22 21:52:58
512,Boysun,38.2061,67.1986,37.87,59,3,2.19,UZ,2021-10-22 21:52:58
513,Guymon,36.6828,-101.4816,82.47,24,1,4.61,US,2021-10-22 21:52:58
514,Comodoro Rivadavia,-45.8667,-67.5,67.86,13,47,24.16,AR,2021-10-22 21:50:04
515,Rio Rancho,35.2334,-106.6645,78.44,17,1,1.01,US,2021-10-22 21:52:59
516,Mafra,-26.1114,-49.8053,60.28,80,3,2.13,BR,2021-10-22 21:52:59
517,Ust-Charyshskaya Pristan,52.3934,83.6635,39.2,54,27,17.25,RU,2021-10-22 21:52:59
518,Arman,59.7,150.1667,19.69,87,100,11.16,RU,2021-10-22 21:53:00
519,Cabra,37.4725,-4.4421,65.64,49,0,2.98,ES,2021-10-22 21:53:00
520,Itacurubi Del Rosario,-24.5,-56.6833,75.78,72,1,5.91,PY,2021-10-22 21:53:00
521,Kholodnyy,62.7167,147.95,0.61,98,97,1.23,RU,2021-10-22 21:53:01
522,Sainte-Anne-Des-Monts,49.124,-66.4924,51.67,100,100,2.3,CA,2021-10-22 21:53:01
523,Havoysund,70.9963,24.6622,29.28,62,100,13.8,NO,2021-10-22 21:53:01
524,Fort Frances,48.5999,-93.4003,42.17,75,90,5.01,CA,2021-10-22 21:52:04
525,Pacific Grove,36.6177,-121.9166,67.01,78,1,5.99,US,2021-10-22 21:51:49
526,Chupaca,-12.0667,-75.2833,64.62,42,87,1.83,PE,2021-10-22 21:53:02
527,Tarko-Sale,64.9225,77.785,29.88,91,99,15.41,RU,2021-10-22 21:53:02
528,Chipata,-13.6333,32.65,70.99,47,3,4.99,ZM,2021-10-22 21:53:03
529,Santa Cruz,-17.8,-63.1667,93.25,46,20,20.71,BO,2021-10-22 21:50:53
530,Tornio,65.8481,24.1466,30.22,78,100,17.83,FI,2021-10-22 21:53:03
531,Gort,53.0664,-8.8167,49.75,89,91,5.84,IE,2021-10-22 21:53:03
532,Sapa,5.1544,120.3241,78.01,86,100,4.47,PH,2021-10-22 21:53:04
533,Jalu,29.0331,21.5482,71.44,39,0,8.75,LY,2021-10-22 21:53:04
534,Magadan,59.5667,150.8,20.8,89,100,13.91,RU,2021-10-22 21:53:05
535,Jutai,-5.1833,-68.9,79.43,87,93,1.97,BR,2021-10-22 21:53:05
536,Seoul,37.5683,126.9778,44.04,90,1,2.3,KR,2021-10-22 21:49:12
537,Erenhot,43.6475,111.9767,37.24,41,6,5.12,CN,2021-10-22 21:53:05
538,Ucluelet,48.9329,-125.5528,58.95,83,78,1.01,CA,2021-10-22 21:49:05
539,Stornoway,58.2093,-6.3865,44.92,93,40,6.91,GB,2021-10-22 21:53:06
540,Ulladulla,-35.35,150.4667,68.88,59,5,3.38,AU,2021-10-22 21:53:06
541,Kharp,66.8014,65.8081,25.27,98,100,5.75,RU,2021-10-22 21:53:06
542,Falun,60.6036,15.626,39.61,82,47,9.13,SE,2021-10-22 21:53:07
543,Peto,20.1333,-88.9167,83.93,65,96,2.84,MX,2021-10-22 21:53:07
544,Teguldet,57.3064,88.1667,35.89,67,73,11.27,RU,2021-10-22 21:53:07
545,Bonanza,14.0289,-84.591,76.32,96,85,2.26,NI,2021-10-22 21:53:07
546,Bondoukou,8.0333,-2.8,73.36,88,72,5.14,CI,2021-10-22 21:53:08
547,Puerto Escondido,15.85,-97.0667,77.36,92,100,9.44,MX,2021-10-22 21:53:08
548,Mandali,33.7499,45.5541,72.77,22,0,8.28,IQ,2021-10-22 21:53:08
549,Ales,44.1333,4.0833,51.08,66,0,7.27,FR,2021-10-22 21:53:09
550,Kropotkin,45.4375,40.5756,52.07,69,0,6.58,RU,2021-10-22 21:53:09
551,Lufilufi,-13.8745,-171.5986,85.78,75,27,18.03,WS,2021-10-22 21:53:09
552,Todi,42.7799,12.4046,60.37,57,67,3.51,IT,2021-10-22 21:53:10
553,Teknaf,20.8624,92.3058,74.19,85,100,4.32,BD,2021-10-22 21:53:10
554,Barcelos,41.5388,-8.6151,60.91,71,0,4.74,PT,2021-10-22 21:53:10
555,Wuda,39.4994,106.7117,43.68,66,39,10.27,CN,2021-10-22 21:53:11
556,Buala,-8.145,159.5921,83.53,73,30,9.17,SB,2021-10-22 21:53:11
557,Woodward,36.4337,-99.3904,79.72,51,1,14.97,US,2021-10-22 21:53:11
558,Madimba,-10.4,40.3333,73.9,83,7,3.78,TZ,2021-10-22 21:53:12
559,Vardo,70.3705,31.1107,25.0,61,100,20.49,NO,2021-10-22 21:53:12
560,Puerto Leguizamo,-0.1934,-74.7819,78.73,89,96,1.57,CO,2021-10-22 21:53:12
561,Tambacounda,13.7539,-13.7586,84.25,74,0,4.61,SN,2021-10-22 21:53:13
562,Cochrane,51.1834,-114.4687,57.7,53,40,6.91,CA,2021-10-22 21:49:20
563,Itaberai,-16.0203,-49.8103,78.69,55,69,1.88,BR,2021-10-22 21:53:13
564,Maarianhamina,60.0973,19.9348,39.06,81,75,12.66,AX,2021-10-22 21:53:13
565,Manacapuru,-3.2997,-60.6206,79.38,68,98,3.24,BR,2021-10-22 21:53:14
566,Tuy Hoa,13.0833,109.3,76.46,92,99,4.36,VN,2021-10-22 21:53:14
567,Kano,12.0001,8.5167,74.73,72,17,8.23,NG,2021-10-22 21:53:14
568,Rio Verde De Mato Grosso,-18.9181,-54.8442,88.12,37,61,4.16,BR,2021-10-22 21:53:14
569,Kerema,-7.9631,145.7785,79.2,83,85,7.99,PG,2021-10-22 21:53:15
570,Salalah,17.0151,54.0924,75.09,74,81,2.37,OM,2021-10-22 21:53:15
571,Buraydah,26.326,43.975,75.65,32,0,8.99,SA,2021-10-22 21:53:16
572,Tezu,27.9167,96.1667,66.72,86,13,3.53,IN,2021-10-22 21:53:16
573,Necochea,-38.5473,-58.7368,54.03,85,100,7.18,AR,2021-10-22 21:53:16
574,Nivala,63.9167,24.9667,30.69,92,100,12.93,FI,2021-10-22 21:53:16
575,Ambulu,-8.345,113.6058,76.48,89,100,1.28,ID,2021-10-22 21:53:17
576,Tefe,-3.3542,-64.7114,89.71,66,20,2.3,BR,2021-10-22 21:53:17
577,Kaseda,31.4167,130.3167,52.84,73,39,9.75,JP,2021-10-22 21:53:18
578,Santa Rosa,14.3122,121.1114,79.86,79,95,7.05,PH,2021-10-22 21:53:18
579,Buta,2.7858,24.73,70.02,94,99,1.88,CD,2021-10-22 21:53:18
580,Swellendam,-34.0226,20.4417,61.18,59,100,10.49,ZA,2021-10-22 21:53:19
581,Iracoubo,5.4802,-53.2011,78.39,88,89,9.91,GF,2021-10-22 21:53:19
582,Ullal,12.8,74.85,79.75,89,75,0.0,IN,2021-10-22 21:53:19
583,Ljungby,56.8332,13.9408,48.79,81,31,9.55,SE,2021-10-22 21:53:20
584,Mount Gambier,-37.8333,140.7667,51.71,93,75,6.91,AU,2021-10-22 21:53:20
585,Te Karaka,-38.4654,177.8679,56.17,55,100,3.65,NZ,2021-10-22 21:53:20
586,Leh,34.1667,77.5833,34.56,68,100,5.53,IN,2021-10-22 21:53:20
587,Liverpool,53.4106,-2.9779,51.75,84,40,1.99,GB,2021-10-22 21:49:27
588,Westport,41.1415,-73.3579,67.78,66,94,4.0,US,2021-10-22 21:53:21
589,Valparaiso,-33.0393,-71.6273,67.64,51,0,13.8,CL,2021-10-22 21:48:59
590,Saint-Denis,48.9167,2.3333,50.77,87,0,3.44,FR,2021-10-22 21:53:21
591,Kristinehamn,59.3098,14.1081,41.58,62,69,13.24,SE,2021-10-22 21:53:22
592,Aripuana,-9.1667,-60.6333,82.71,68,100,1.1,BR,2021-10-22 21:53:22
593,Chaman,30.9236,66.4512,49.71,35,0,2.53,PK,2021-10-22 21:53:22
594,Mariani,26.6667,94.3333,69.15,92,70,0.63,IN,2021-10-22 21:53:23
595,Opuwo,-18.0607,13.84,65.79,27,6,9.33,NA,2021-10-22 21:53:23
